Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,Num_of_Baskets,City,Weather,Temperature,Humidity,Occasion,Cluster Labels,Segment
malay,female,fat,20,yes,baby,small,brown,casual,white,long sleeve,blue,short,clothes,W6,D9,yes,34,4,17.0,3,Ampang,Partly cloudy,27,82,Normal Day,2,Third
chinese,male,fat,42,yes,toddler,big,orange,formal,grey,long sleeve,black,short,clothes,W5,D10,yes,34,1,10.0,2,Kuala Lumpur,Partly cloudy,27,82,Normal Day,0,First
indian,male,thin,46,yes,toddler,big,white,casual,purple,short_sleeve,brown,short,blankets,W3,D7,no,21,5,9.0,3,Kuala Lumpur,Partly cloudy,27,82,Normal Day,0,First
chinese,female,fat,54,yes,toddler,big,purple,traditional,green,long sleeve,black,long,blankets,W4,D7,yes,58,1,12.0,2,Petaling Jaya,Partly cloudy,27,82,Normal Day,1,Second
indian,male,thin,44,yes,baby,small,pink,casual,brown,long sleeve,purple,short,blankets,W6,D7,yes,60,3,17.0,2,Kuala Lumpur,Partly cloudy,27,82,Normal Day,1,Second
foreigner,female,thin,24,yes,toddler,small,pink,formal,red,short_sleeve,blue,short,blankets,W5,D7,yes,20,5,17.0,1,Petaling Jaya,Partly cloudy,27,82,Normal Day,2,Third
malay,male,moderate,53,no,no_kids,big,brown,formal,purple,long sleeve,black,long,blankets,W5,D7,yes,40,1,11.0,1,Kuala Lumpur,Partly cloudy,27,82,Normal Day,0,First
malay,female,moderate,56,yes,baby,big,grey,traditional,red,long sleeve,black,short,blankets,W6,D10,yes,36,3,10.0,1,Kuala Lumpur,Partly cloudy,27,82,Normal Day,0,First
chinese,female,moderate,43,yes,young,small,brown,casual,blue,short_sleeve,black,long,blankets,W5,D8,no,54,3,16.0,3,Petaling,Partly cloudy,27,82,Normal Day,1,Second
chinese,male,fat,29,yes,baby,small,blue,casual,black,short_sleeve,purple,short,blankets,W5,D7,no,40,1,11.0,1,Petaling Jaya,Partly cloudy,27,82,Normal Day,2,Third
malay,female,thin,54,yes,toddler,big,green,casual,blue,long sleeve,red,short,blankets,W3,D9,no,39,0,18.0,2,Petaling,Partly cloudy,27,82,Normal Day,0,First
indian,male,thin,30,yes,young,small,orange,traditional,purple,long sleeve,purple,short,blankets,W5,D8,no,41,0,10.0,3,Kuala Lumpur,Partly cloudy,27,82,Normal Day,1,Second
chinese,male,thin,18,no,no_kids,big,black,casual,orange,short_sleeve,green,short,clothes,W3,D8,yes,27,4,13.0,3,Petaling,Partly cloudy,27,82,Normal Day,2,Third
malay,male,thin,32,yes,toddler,big,pink,casual,white,short_sleeve,blue,short,blankets,W4,D9,yes,45,4,16.0,1,Petaling,Partly cloudy,27,82,Normal Day,1,Second
foreigner,female,fat,20,yes,toddler,small,brown,traditional,black,short_sleeve,blue,long,blankets,W4,D10,yes,22,4,9.0,2,Kuala Lumpur,Partly cloudy,27,82,Normal Day,2,Third
indian,female,moderate,22,yes,toddler,small,black,casual,purple,long_sleeve,blue,short,clothes,W6,D8,no,52,3,8.0,2,Kuala Lumpur,Partly cloudy,27,82,Normal Day,1,Second
indian,female,thin,39,yes,baby,small,purple,casual,orange,long sleeve,blue,long,clothes,W3,D8,yes,26,1,19.0,2,Kuala Lumpur,Partly cloudy,27,82,Normal Day,0,First
indian,female,fat,34,no,no_kids,big,grey,traditional,brown,long sleeve,grey,long,clothes,W5,D10,yes,46,0,11.0,2,Ampang,Partly cloudy,27,82,Normal Day,1,Second
malay,female,moderate,51,no,no_kids,big,red,traditional,orange,long sleeve,grey,short,clothes,W6,D8,no,17,5,7.0,1,Petaling Jaya,Partly cloudy,27,82,Normal Day,0,First
malay,female,moderate,60,yes,toddler,big,white,traditional,white,long sleeve,orange,short,clothes,W3,D8,yes,19,5,17.0,3,Petaling Jaya,Partly cloudy,27,82,Normal Day,0,First
chinese,male,thin,22,yes,baby,small,yellow,formal,yellow,long sleeve,brown,short,clothes,W5,D10,no,28,3,14.0,2,Shah Alam,Partly cloudy,27,82,Normal Day,2,Third
malay,male,fat,24,no,no_kids,big,red,traditional,pink,long sleeve,blue,short,clothes,W4,D9,no,17,5,19.0,3,Ampang,Partly cloudy,27,82,Normal Day,2,Third
malay,female,fat,57,yes,toddler,small,purple,formal,red,long sleeve,purple,short,blankets,W6,D8,no,35,1,15.0,1,Petaling Jaya,Partly cloudy,27,82,Normal Day,0,First
chinese,male,fat,33,yes,toddler,big,yellow,formal,brown,long sleeve,brown,long,blankets,W3,D8,no,34,2,7.0,1,Kuala Lumpur,Partly cloudy,27,82,Normal Day,2,Third
malay,female,fat,48,yes,young,big,black,formal,white,long sleeve,brown,short,blankets,W4,D10,no,59,1,19.0,1,Kuala Lumpur,Partly cloudy,27,82,Normal Day,1,Second
malay,male,moderate,56,yes,toddler,big,green,traditional,brown,short_sleeve,purple,short,clothes,W3,D9,no,24,2,21.0,1,Kuala Lumpur,Partly cloudy,27,82,Normal Day,0,First
indian,female,moderate,27,yes,young,big,yellow,formal,pink,long sleeve,blue,long,blankets,W4,D9,no,59,2,18.0,2,Kuala Lumpur,Partly cloudy,27,82,Normal Day,1,Second
indian,male,fat,20,yes,baby,big,pink,casual,black,short_sleeve,pink,short,blankets,W5,D9,yes,44,5,11.0,1,Petaling Jaya,Partly cloudy,27,82,Normal Day,2,Third
indian,female,fat,43,yes,young,small,brown,formal,purple,long sleeve,brown,short,clothes,W3,D10,yes,15,0,12.0,1,Ampang,Partly cloudy,27,82,Normal Day,0,First
chinese,male,moderate,29,yes,toddler,big,pink,traditional,purple,short_sleeve,yellow,long,blankets,W3,D7,no,23,2,17.0,2,Petaling Jaya,Partly cloudy,27,82,Normal Day,2,Third
chinese,male,thin,23,yes,young,small,purple,formal,orange,long sleeve,green,short,clothes,W5,D8,yes,30,0,7.0,3,Petaling,Partly cloudy,27,82,Normal Day,2,Third
chinese,male,moderate,43,no,no_kids,small,brown,formal,pink,long sleeve,red,long,clothes,W5,D9,yes,25,2,9.0,1,Petaling,Partly cloudy,27,82,Normal Day,0,First
chinese,female,moderate,32,yes,baby,small,pink,formal,red,short_sleeve,white,long,clothes,W4,D8,yes,44,3,16.0,2,Ampang,Partly cloudy,27,82,Normal Day,1,Second
indian,male,moderate,60,no,no_kids,small,yellow,formal,yellow,long sleeve,blue,long,clothes,W4,D8,yes,47,4,14.0,3,Petaling,Partly cloudy,27,82,Normal Day,1,Second
malay,female,fat,38,yes,baby,big,yellow,traditional,yellow,short_sleeve,white,long,blankets,W3,D10,no,58,4,15.0,3,Kuala Lumpur,Partly cloudy,27,82,Normal Day,1,Second
malay,female,thin,58,yes,young,big,orange,formal,pink,short_sleeve,orange,long,blankets,W4,D10,yes,60,1,15.0,3,Kuala Lumpur,Partly cloudy,27,82,Normal Day,1,Second
malay,male,moderate,23,yes,baby,small,green,traditional,purple,short_sleeve,yellow,short,blankets,W6,D8,no,14,5,16.0,1,Kuala Lumpur,Partly cloudy,27,82,Normal Day,2,Third
foreigner,male,thin,37,yes,baby,small,red,formal,green,short_sleeve,blue,short,blankets,W5,D7,no,25,2,12.0,3,Petaling Jaya,Partly cloudy,27,82,Normal Day,2,Third
chinese,female,moderate,48,no,no_kids,big,brown,traditional,black,long sleeve,black,short,blankets,W5,D7,no,17,5,12.0,2,Shah Alam,Partly cloudy,27,82,Normal Day,0,First
foreigner,female,thin,58,yes,young,big,yellow,casual,black,long sleeve,blue,short,blankets,W4,D8,yes,18,0,8.0,3,Ampang,Partly cloudy,27,82,Normal Day,0,First
chinese,male,fat,26,yes,toddler,big,yellow,casual,purple,long sleeve,purple,long,clothes,W6,D9,no,36,3,7.0,2,Petaling Jaya,Partly cloudy,27,82,Normal Day,2,Third
indian,female,moderate,31,yes,baby,small,white,formal,red,short_sleeve,pink,short,clothes,W5,D10,yes,35,1,16.0,2,Kuala Lumpur,Partly cloudy,27,82,Normal Day,2,Third
foreigner,female,fat,53,yes,toddler,big,red,formal,purple,short_sleeve,blue,short,clothes,W5,D10,yes,54,1,17.0,2,Petaling,Partly cloudy,27,82,Normal Day,1,Second
indian,female,thin,39,yes,baby,small,blue,formal,orange,short_sleeve,blue,long,clothes,W3,D7,yes,34,1,9.0,1,Kuala Lumpur,Partly cloudy,27,82,Normal Day,2,Third
malay,female,fat,44,yes,young,big,black,casual,black,short_sleeve,purple,short,blankets,W6,D9,no,51,4,13.0,2,Kuala Lumpur,Partly cloudy,27,82,Normal Day,1,Second
foreigner,male,thin,27,no,no_kids,small,grey,formal,yellow,short_sleeve,blue,long,blankets,W3,D8,yes,41,1,12.0,1,Petaling,Partly cloudy,27,82,Normal Day,2,Third
chinese,female,fat,59,yes,toddler,small,yellow,traditional,brown,short_sleeve,black,long,clothes,W6,D9,yes,43,2,21.0,3,Kuala Lumpur,Partly cloudy,27,82,Normal Day,0,First
indian,male,moderate,37,yes,toddler,big,black,formal,brown,short_sleeve,blue,long,blankets,W5,D8,no,19,3,9.0,2,Petaling Jaya,Partly cloudy,27,82,Normal Day,2,Third
foreigner,male,fat,41,no,no_kids,small,pink,casual,white,long_sleeve,green,long,clothes,W6,D8,no,19,2,14.0,3,Petaling Jaya,Partly cloudy,27,82,Normal Day,0,First
malay,female,moderate,28,yes,baby,small,orange,formal,red,long sleeve,red,long,blankets,W5,D7,no,16,1,15.0,1,Petaling Jaya,Partly cloudy,27,82,Normal Day,2,Third
indian,female,moderate,54,yes,toddler,big,green,traditional,yellow,short_sleeve,blue,long,clothes,W4,D7,yes,36,5,19.0,3,Shah Alam,Partly cloudy,27,82,Normal Day,0,First
indian,female,moderate,56,no,no_kids,small,brown,formal,blue,short_sleeve,white,long,clothes,W3,D10,no,55,0,12.0,1,Petaling Jaya,Partly cloudy,27,82,Normal Day,1,Second
indian,male,thin,42,yes,young,big,grey,casual,orange,long sleeve,blue,short,clothes,W3,D10,yes,25,1,12.0,3,Kuala Lumpur,Partly cloudy,27,82,Normal Day,0,First
foreigner,female,thin,25,no,no_kids,big,brown,casual,pink,short_sleeve,black,long,clothes,W4,D10,yes,25,3,13.0,2,Petaling Jaya,Partly cloudy,27,82,Normal Day,2,Third
foreigner,male,fat,52,no,no_kids,small,grey,formal,black,long sleeve,grey,short,blankets,W4,D10,yes,23,5,15.0,1,Petaling Jaya,Partly cloudy,27,82,Normal Day,0,First
indian,female,fat,43,yes,baby,big,black,formal,black,long sleeve,brown,long,blankets,W6,D7,yes,11,3,12.0,3,Kuala Lumpur,Partly cloudy,27,82,Normal Day,0,First
chinese,female,thin,39,yes,toddler,small,blue,formal,grey,short_sleeve,purple,long,blankets,W4,D10,no,18,5,10.0,2,Kuala Lumpur,Partly cloudy,27,82,Normal Day,0,First
chinese,male,thin,36,yes,toddler,big,white,traditional,black,long_sleeve,blue,short,clothes,W6,D10,no,55,0,19.0,3,Kuala Lumpur,Partly cloudy,27,82,Normal Day,1,Second
malay,female,fat,57,yes,baby,big,purple,formal,black,long sleeve,blue,long,blankets,W4,D7,no,35,3,13.0,3,Kuala Lumpur,Partly cloudy,27,82,Normal Day,0,First
foreigner,female,fat,53,yes,toddler,small,blue,traditional,black,long sleeve,white,long,blankets,W5,D7,yes,37,5,14.0,1,Kuala Lumpur,Partly cloudy,27,82,Normal Day,0,First
chinese,female,fat,32,yes,young,big,blue,casual,blue,long sleeve,black,short,blankets,W5,D7,no,52,2,18.0,1,Shah Alam,Partly cloudy,27,82,Normal Day,1,Second
foreigner,female,fat,36,yes,toddler,small,brown,casual,black,long sleeve,blue,short,clothes,W5,D8,yes,21,5,18.0,1,Ampang,Partly cloudy,27,82,Normal Day,2,Third
chinese,male,thin,60,yes,toddler,big,orange,casual,blue,long sleeve,green,short,clothes,W6,D7,yes,57,4,19.0,2,Kuala Lumpur,Partly cloudy,27,82,Normal Day,1,Second
chinese,female,thin,44,yes,toddler,small,black,traditional,blue,short_sleeve,pink,short,clothes,W3,D9,no,13,4,15.0,3,Petaling Jaya,Partly cloudy,27,82,Normal Day,0,First
chinese,female,moderate,46,yes,baby,small,pink,casual,blue,short_sleeve,blue,long,clothes,W6,D9,no,24,1,9.0,1,Petaling,Partly cloudy,27,82,Normal Day,0,First
malay,male,fat,54,yes,toddler,big,pink,casual,purple,long sleeve,pink,long,clothes,W6,D9,no,24,3,7.0,1,Kuala Lumpur,Partly cloudy,27,82,Normal Day,0,First
foreigner,male,moderate,23,yes,toddler,big,grey,casual,grey,long_sleeve,green,long,blankets,W5,D10,no,14,2,13.0,2,Ampang,Partly cloudy,27,82,Normal Day,2,Third
malay,female,fat,58,yes,young,small,pink,traditional,grey,short_sleeve,grey,long,clothes,W4,D10,no,36,0,15.0,3,Petaling Jaya,Partly cloudy,27,82,Normal Day,0,First
chinese,female,moderate,24,yes,toddler,big,grey,formal,brown,long sleeve,blue,short,clothes,W6,D7,no,21,2,14.0,1,Petaling Jaya,Partly cloudy,27,82,Normal Day,2,Third
foreigner,male,moderate,33,yes,young,small,orange,formal,red,short_sleeve,white,short,clothes,W3,D10,no,47,0,14.0,1,Petaling,Partly cloudy,27,82,Normal Day,1,Second
malay,female,thin,36,no,no_kids,big,pink,casual,green,short_sleeve,blue,short,clothes,W5,D8,no,60,4,9.0,1,Petaling Jaya,Partly cloudy,27,82,Normal Day,1,Second
chinese,female,thin,39,yes,baby,small,orange,casual,grey,short_sleeve,white,short,clothes,W5,D9,no,52,4,20.0,3,Kuala Lumpur,Partly cloudy,27,82,Normal Day,1,Second
foreigner,female,fat,47,no,no_kids,small,purple,traditional,pink,short_sleeve,orange,short,clothes,W6,D9,yes,46,4,9.0,2,Shah Alam,Partly cloudy,27,82,Normal Day,1,Second
foreigner,male,moderate,45,no,no_kids,big,grey,traditional,brown,long sleeve,black,short,clothes,W4,D9,no,12,3,14.0,2,Kuala Lumpur,Partly cloudy,27,82,Normal Day,0,First
malay,female,moderate,34,yes,young,big,blue,traditional,grey,long sleeve,grey,short,blankets,W4,D10,no,16,0,7.0,3,Petaling,Partly cloudy,27,82,Normal Day,2,Third
foreigner,female,thin,55,yes,young,small,grey,casual,pink,long sleeve,blue,long,blankets,W4,D7,no,21,3,19.0,1,Petaling Jaya,Partly cloudy,27,82,Normal Day,0,First
malay,female,fat,57,yes,young,small,red,formal,green,short_sleeve,white,short,blankets,W5,D9,no,57,2,11.0,1,Kuala Lumpur,Partly cloudy,27,82,Normal Day,1,Second
indian,female,moderate,36,yes,baby,small,orange,formal,yellow,short_sleeve,white,long,blankets,W5,D9,no,42,2,18.0,3,Petaling,Partly cloudy,27,82,Normal Day,1,Second
malay,male,fat,20,no,no_kids,big,purple,traditional,grey,long sleeve,blue,long,clothes,W6,D9,no,16,3,12.0,3,Kuala Lumpur,Partly cloudy,27,82,Normal Day,2,Third
malay,male,thin,27,yes,young,small,grey,traditional,white,short_sleeve,blue,short,blankets,W5,D8,no,29,2,13.0,1,Petaling Jaya,Partly cloudy,27,82,Normal Day,2,Third
indian,female,moderate,36,no,no_kids,big,brown,traditional,white,short_sleeve,blue,long,clothes,W4,D10,no,29,4,16.0,1,Kuala Lumpur,Partly cloudy,27,82,Normal Day,2,Third
malay,female,fat,46,yes,toddler,big,purple,casual,red,long sleeve,orange,short,blankets,W3,D9,yes,42,5,20.0,3,Kuala Lumpur,Partly cloudy,27,82,Normal Day,1,Second
foreigner,male,moderate,56,yes,toddler,small,brown,formal,white,short_sleeve,blue,short,clothes,W4,D9,yes,39,0,11.0,2,Ampang,Partly cloudy,27,82,Normal Day,0,First
chinese,male,thin,58,yes,toddler,big,black,traditional,orange,long sleeve,red,short,blankets,W4,D10,no,59,5,11.0,3,Petaling,Partly cloudy,27,82,Normal Day,1,Second
malay,male,moderate,32,yes,young,big,black,formal,green,long_sleeve,blue,long,clothes,W4,D7,yes,52,3,14.0,2,Kuala Lumpur,Partly cloudy,27,82,Normal Day,1,Second
malay,male,thin,59,yes,toddler,big,black,casual,orange,long sleeve,blue,long,blankets,W6,D9,yes,34,0,8.0,2,Kuala Lumpur,Partly cloudy,27,82,Normal Day,0,First
indian,male,moderate,19,yes,toddler,big,grey,traditional,purple,short_sleeve,blue,long,blankets,W5,D7,yes,46,1,11.0,1,Kuala Lumpur,Partly cloudy,27,82,Normal Day,1,Second
indian,female,thin,26,yes,toddler,small,black,casual,purple,short_sleeve,black,long,clothes,W3,D10,no,43,5,9.0,2,Kuala Lumpur,Partly cloudy,27,82,Normal Day,1,Second
chinese,male,thin,58,yes,baby,big,blue,casual,yellow,long sleeve,blue,short,blankets,W5,D7,no,35,5,9.0,3,Kuala Lumpur,Partly cloudy,27,82,Normal Day,0,First
foreigner,male,thin,27,yes,baby,big,pink,formal,blue,long sleeve,orange,long,clothes,W4,D9,no,53,0,11.0,2,Petaling Jaya,Partly cloudy,27,82,Normal Day,1,Second
malay,female,moderate,34,yes,toddler,small,purple,formal,green,long sleeve,black,short,blankets,W4,D10,no,22,2,15.0,3,Kuala Lumpur,Partly cloudy,27,82,Normal Day,2,Third
chinese,male,fat,26,no,no_kids,big,orange,traditional,brown,long sleeve,black,short,blankets,W5,D8,yes,27,0,8.0,1,Kuala Lumpur,Partly cloudy,27,82,Normal Day,2,Third
indian,male,moderate,23,yes,toddler,big,brown,formal,yellow,short_sleeve,blue,short,clothes,W3,D9,no,20,1,16.0,3,Kuala Lumpur,Partly cloudy,27,82,Normal Day,2,Third
chinese,female,fat,52,yes,baby,small,brown,formal,brown,long sleeve,grey,long,clothes,W6,D7,yes,43,4,20.0,2,Ampang,Passing clouds,27,82,New Year Eve,1,Second
malay,female,moderate,36,no,no_kids,small,yellow,formal,white,short_sleeve,orange,short,clothes,W6,D8,no,44,0,16.0,1,Kuala Lumpur,Passing clouds,27,82,New Year Eve,1,Second
malay,male,fat,37,yes,toddler,big,grey,formal,white,long sleeve,orange,long,clothes,W6,D10,no,25,1,7.0,2,Kuala Lumpur,Passing clouds,27,82,New Year Eve,2,Third
malay,female,moderate,47,no,no_kids,small,grey,casual,white,long sleeve,orange,long,clothes,W5,D8,no,18,4,8.0,3,Kuala Lumpur,Passing clouds,27,82,New Year Eve,0,First
chinese,male,moderate,44,yes,young,small,pink,casual,blue,long sleeve,blue,long,blankets,W3,D9,yes,16,4,8.0,1,Kuala Lumpur,Passing clouds,27,82,New Year Eve,0,First
indian,male,fat,57,yes,baby,small,purple,formal,green,long sleeve,blue,short,blankets,W5,D9,yes,36,3,20.0,3,Kuala Lumpur,Passing clouds,27,82,New Year Eve,0,First
chinese,female,thin,44,no,no_kids,big,blue,formal,purple,long sleeve,brown,short,blankets,W4,D10,no,11,0,21.0,1,Petaling,Passing clouds,27,82,New Year Eve,0,First
indian,female,fat,39,yes,toddler,small,white,casual,green,short_sleeve,blue,long,blankets,W6,D8,no,34,1,13.0,1,Petaling Jaya,Passing clouds,27,82,New Year Eve,2,Third
malay,male,moderate,52,no,no_kids,small,black,formal,orange,short_sleeve,blue,short,clothes,W4,D9,no,11,4,12.0,1,Kuala Lumpur,Passing clouds,27,82,New Year Eve,0,First
indian,female,moderate,37,yes,baby,small,purple,casual,black,long sleeve,grey,long,clothes,W3,D7,yes,29,2,16.0,1,Shah Alam,Passing clouds,27,82,New Year Eve,2,Third
indian,female,thin,49,no,no_kids,big,white,formal,purple,short_sleeve,orange,short,clothes,W5,D8,no,30,3,17.0,1,Petaling Jaya,Passing clouds,27,82,New Year Eve,0,First
chinese,male,fat,45,no,no_kids,big,black,formal,purple,short_sleeve,pink,short,blankets,W3,D8,yes,15,0,20.0,2,Kuala Lumpur,Passing clouds,27,82,New Year Eve,0,First
malay,female,thin,52,yes,baby,small,pink,casual,orange,short_sleeve,red,short,blankets,W3,D9,yes,28,2,12.0,2,Ampang,Passing clouds,27,82,New Year Eve,0,First
foreigner,female,thin,22,no,no_kids,small,red,formal,grey,long sleeve,blue,long,blankets,W5,D9,no,52,3,14.0,1,Petaling,Passing clouds,27,82,New Year Eve,1,Second
chinese,male,moderate,22,yes,young,small,blue,formal,black,short_sleeve,white,short,clothes,W4,D9,yes,21,2,17.0,1,Kuala Lumpur,Passing clouds,27,82,New Year Eve,2,Third
foreigner,male,moderate,32,yes,toddler,big,black,traditional,black,long sleeve,grey,long,blankets,W6,D8,no,33,1,13.0,3,Kuala Lumpur,Passing clouds,27,82,New Year Eve,2,Third
malay,male,thin,38,yes,baby,big,blue,casual,purple,long sleeve,red,long,blankets,W4,D7,yes,31,2,14.0,3,Kuala Lumpur,Passing clouds,27,82,New Year Eve,2,Third
malay,male,moderate,47,yes,toddler,big,pink,formal,orange,short_sleeve,grey,short,clothes,W3,D7,no,18,3,17.0,1,Kuala Lumpur,Passing clouds,27,82,New Year Eve,0,First
chinese,male,moderate,39,yes,baby,big,black,formal,black,long sleeve,blue,long,clothes,W3,D9,no,18,2,18.0,1,Ampang,Passing clouds,27,82,New Year Eve,0,First
malay,female,fat,40,yes,toddler,small,red,formal,white,short_sleeve,yellow,short,clothes,W3,D8,no,39,0,21.0,2,Kuala Lumpur,Passing clouds,27,82,New Year Eve,1,Second
malay,male,fat,29,no,no_kids,big,pink,formal,black,short_sleeve,purple,long,blankets,W4,D9,yes,12,1,7.0,2,Petaling Jaya,Passing clouds,27,82,New Year Eve,2,Third
indian,male,moderate,36,yes,toddler,big,white,formal,black,short_sleeve,blue,short,clothes,W5,D8,yes,25,2,7.0,1,Kuala Lumpur,Passing clouds,27,82,New Year Eve,2,Third
chinese,female,fat,45,yes,toddler,small,yellow,casual,white,long sleeve,purple,short,blankets,W5,D8,yes,38,0,10.0,3,Petaling Jaya,Passing clouds,27,82,New Year Eve,1,Second
indian,male,moderate,22,yes,young,small,green,traditional,yellow,long sleeve,blue,short,clothes,W6,D10,no,35,4,9.0,1,Shah Alam,Passing clouds,27,82,New Year Eve,2,Third
chinese,male,thin,19,yes,young,small,black,casual,red,short_sleeve,brown,short,clothes,W5,D7,no,17,5,10.0,2,Petaling Jaya,Passing clouds,27,82,New Year Eve,2,Third
malay,male,fat,36,yes,young,small,red,casual,purple,long sleeve,grey,short,clothes,W3,D9,yes,27,3,20.0,1,Ampang,Passing clouds,27,82,New Year Eve,2,Third
indian,female,thin,28,yes,toddler,big,yellow,casual,brown,short_sleeve,blue,long,clothes,W6,D9,yes,31,5,12.0,2,Kuala Lumpur,Passing clouds,27,82,New Year Eve,2,Third
malay,male,thin,28,yes,young,big,green,formal,blue,long sleeve,blue,short,blankets,W3,D9,no,58,4,10.0,1,Kuala Lumpur,Passing clouds,27,82,New Year Eve,1,Second
chinese,male,fat,24,no,no_kids,small,grey,formal,white,short_sleeve,black,long,blankets,W3,D8,yes,57,5,8.0,3,Petaling Jaya,Passing clouds,27,82,New Year Eve,1,Second
chinese,female,fat,57,yes,toddler,big,blue,casual,black,short_sleeve,orange,short,blankets,W5,D7,no,19,4,20.0,2,Ampang,Passing clouds,27,82,New Year Eve,0,First
malay,male,thin,27,yes,toddler,small,pink,formal,yellow,short_sleeve,orange,long,clothes,W3,D9,yes,32,3,21.0,3,Petaling,Passing clouds,27,82,New Year Eve,2,Third
foreigner,female,moderate,43,no,no_kids,small,black,formal,purple,long sleeve,black,short,blankets,W5,D10,no,52,3,9.0,1,Kuala Lumpur,Passing clouds,27,82,New Year Eve,1,Second
malay,female,fat,26,yes,toddler,big,black,formal,green,short_sleeve,white,short,clothes,W3,D7,yes,41,4,13.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
chinese,female,fat,37,yes,toddler,big,red,traditional,grey,long sleeve,purple,long,blankets,W5,D9,yes,40,0,18.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
malay,female,thin,20,no,no_kids,big,orange,casual,blue,long sleeve,black,long,clothes,W6,D7,yes,46,1,13.0,1,Petaling Jaya,Partly cloudy,28,78,Normal Day,1,Second
chinese,female,fat,24,yes,toddler,small,orange,formal,orange,long sleeve,brown,long,clothes,W5,D10,no,15,2,12.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
chinese,male,fat,47,yes,young,small,red,traditional,white,short_sleeve,green,short,blankets,W5,D8,yes,58,0,11.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
indian,female,thin,39,yes,baby,big,yellow,casual,green,long sleeve,orange,short,clothes,W4,D8,no,42,4,17.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
indian,male,moderate,56,yes,toddler,small,blue,traditional,purple,short_sleeve,purple,short,blankets,W6,D10,no,44,2,14.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
chinese,male,moderate,48,yes,toddler,big,black,traditional,grey,long sleeve,pink,short,blankets,W3,D8,no,42,4,19.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
foreigner,female,fat,35,yes,toddler,big,grey,casual,pink,long sleeve,red,long,clothes,W5,D10,no,29,5,9.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
foreigner,male,moderate,21,no,no_kids,big,black,traditional,green,long sleeve,black,short,blankets,W3,D9,yes,36,2,7.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
indian,male,thin,49,yes,young,big,white,traditional,orange,long sleeve,blue,long,clothes,W3,D8,yes,36,2,20.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
indian,female,fat,21,yes,toddler,small,brown,casual,white,long sleeve,brown,short,clothes,W3,D10,no,34,3,15.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
malay,male,fat,36,yes,young,small,brown,traditional,white,short_sleeve,orange,short,clothes,W6,D8,no,36,2,12.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
malay,male,fat,36,yes,toddler,small,pink,casual,purple,long_sleeve,black,short,blankets,W3,D9,yes,23,4,21.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
malay,female,thin,52,yes,baby,small,yellow,formal,black,short_sleeve,blue,long,blankets,W6,D7,no,45,3,12.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
foreigner,female,moderate,33,yes,toddler,big,green,casual,orange,short_sleeve,blue,long,blankets,W6,D8,yes,53,4,21.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
foreigner,male,fat,24,yes,toddler,big,brown,traditional,yellow,short_sleeve,black,short,blankets,W4,D8,no,20,2,17.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
indian,male,moderate,35,yes,toddler,big,orange,traditional,purple,short_sleeve,yellow,short,blankets,W3,D8,yes,30,1,21.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
foreigner,female,thin,33,yes,toddler,small,yellow,traditional,white,short_sleeve,yellow,short,blankets,W5,D10,yes,50,3,8.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
foreigner,female,thin,31,yes,young,small,grey,traditional,black,short_sleeve,black,short,clothes,W6,D9,yes,56,5,11.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
indian,female,fat,27,no,no_kids,big,black,casual,white,short_sleeve,green,short,blankets,W6,D10,no,19,5,18.0,1,Petaling Jaya,Partly cloudy,28,78,Normal Day,2,Third
malay,male,fat,58,yes,toddler,small,yellow,traditional,purple,long sleeve,blue,long,clothes,W6,D9,no,46,1,13.0,2,Petaling,Partly cloudy,28,78,Normal Day,1,Second
indian,female,moderate,43,yes,toddler,big,red,casual,white,short_sleeve,green,long,clothes,W4,D8,no,38,4,17.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
